"unnamed:_0.1","session_id","initiator","start_time","end_time","collaborate_primary","collaborate_secondary","independent_primary","independent_secondary","task_distribution","task_transition","independent_distraction","collaboration_on_distraction","modality","task_allo_and_plann","provision_of_handover_information","info_sharing_and_situ_assess","escalation","information_requesting","responding_to_request","agreement","comparison","unnamed:_0","utterance_id","conversation_id","text","duration","receiver","location","priority","communication_type","stage_based_on_num_of_student","stage_based_on_scenario"
8366,215,"yellow",842.3028,842.7228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5695,142,368,"No .",0.42,"red","bed4","primary","responsing to request","2. four students",NA
8365,215,"yellow",842.7228,859.6028,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
8358,215,"red",843.3528,848.1828,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
8367,215,"green",848.0828,853.5228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5669,116,367,"There's your prescription, do you want me to ask the pharmacy if it's ready? All right, I'll give them a call for you.",5.44,"relative","bed3","secondary",NA,"2. four students",NA
8368,215,"red",848.1828,865.6028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5696,143,369,"Hello. We've got Ruth Jenkins, she just came back to the ward. She had a right total hip replacement. She has a history of hypertension, however, we've just done her blood pressure, 93 on 45 and her sats are 89.",17.42,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8358,215,"red",848.1828,856,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8369,215,"red",857,862,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8370,215,"yellow",859.6028,862.5028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5697,144,369,"How does her chest sound? I'll feel her pulse.",2.9,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8365,215,"yellow",859.6028,890,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8371,215,"green",862,869,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
8372,215,"red",863,863,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8373,215,"red",864,892,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8374,215,"red",865.6028,867.0828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5698,145,369,"We've just put an ordinary breather on.",1.48,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8375,215,"red",869.3828,879.2128,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5699,146,369,"And she's got her fluids up now. No, she's just running on eight hourly.",9.83,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8376,215,"green",870,899,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
8377,215,"yellow",875.1228,876.0228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5700,147,369,"Pulse is strong.",0.9,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8378,215,"green",879.8628,886.3828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5771,218,370,"Hi, this is Freya from simulation ward one, I was just wondering if Jessie Grey's medication is ready with pharmacy?",6.52,"phone","phone","secondary",NA,"3. four students plus a doctor",NA
8376,215,"green",879.8628,890.8228,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA
8379,215,"blue",882.1028,883.2028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5701,148,369,"Hypertension ?",1.1,"red,yellow,doctor","bed4","primary","information requesting","3. four students plus a doctor",NA
8357,215,"blue",882.1028,890,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8380,215,"red",882.1828,883.2628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5702,149,369,"Hypertension .",1.08,"blue","bed4","primary","responsing to request","3. four students plus a doctor",NA
8381,215,"blue",885.6028,890.0228,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",5703,150,369,"No . Let's give a [unclear].",4.42,"red,yellow,doctor","bed4","primary","task allocation,disagreement","3. four students plus a doctor",NA
8382,215,"red",885.6228,886.3628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5704,151,369,"No.",0.74,"blue","bed4","primary",NA,"3. four students plus a doctor",NA
8383,215,"green",888.3428,890.8228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5772,219,370,"All right, awesome, thank you, bye.",2.48,"phone","phone","secondary",NA,"3. four students plus a doctor",NA
8384,215,"red",888.5428,890.8228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5705,152,369,"She's 68, sorry.",2.28,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8385,215,"blue",891,892,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8386,215,"yellow",891,892,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8387,215,"blue",893,902,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8388,215,"red",893,893,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8389,215,"yellow",893,896,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8390,215,"blue",893.1428,894.6228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5706,153,369,"All right.",1.48,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8391,215,"red",894,902,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8392,215,"green",894.2228,895.8628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5670,117,367,"They're going to bring that up now for you.",1.64,"relative","bed3","secondary",NA,"3. four students plus a doctor",NA
8393,215,"blue",896.1228,897.0028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5707,154,369,"Good.",0.88,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8394,215,"yellow",897,900,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8395,215,"green",897.4428,902.7928,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5671,118,367,"That's okay, that's all right. Can I get you anything else? Perfect.",5.35,"relative","bed3","secondary",NA,"3. four students plus a doctor",NA
8396,215,"green",900,900,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8397,215,"green",901,902,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
8398,215,"yellow",901,902,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8399,215,"blue",903,915,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8400,215,"green",903,908,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
8401,215,"red",903,915,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8402,215,"yellow",903,916,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8403,215,"blue",905.0328,907.3228,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,1,0,0,"high",5708,155,369,"Let's. Blood pressure . We've talked about blood pressure, have we ?",2.29,"red,yellow","bed4","primary","task allocation,information requesting","3. four students plus a doctor",NA
8404,215,"green",906.6328,910.2528,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5672,119,367,"Yes, and then you'll be all good. That's all right.",3.62,"relative","bed3","secondary",NA,"3. four students plus a doctor",NA
8405,215,"red",907.1228,909.3628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5709,156,369,"What, her chest's clear ?",2.24,"blue","bed4","primary","information requesting","3. four students plus a doctor",NA
8406,215,"blue",907.6628,907.8328,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5710,157,369,"Yes .",0.17,"red","bed4","primary","responsing to request","3. four students plus a doctor",NA
8407,215,"yellow",907.7028,908.8028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5711,158,369,"93 on 45.",1.1,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8408,215,"blue",907.9828,911.0328,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5712,159,369,"And was her chest clear? Yes, clear chest.",3.05,"red,yellow,doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8409,215,"green",909,916,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"high",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
8410,215,"red",911.2028,913.4028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5713,160,369,"She's in no pain.",2.2,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8411,215,"blue",911.6328,913.1428,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5714,161,369,"Breath sounds. And no pain, yes?",1.51,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8412,215,"red",915.7628,916.7028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5715,162,369,"Talking, yes.",0.94,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8413,215,"blue",916,929,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8414,215,"red",916,948,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8415,215,"green",917,921,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8416,215,"yellow",917,964,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8417,215,"blue",919.8228,920.6028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5716,163,369,"What's her resp rate ?",0.78,"red","bed4","primary","information requesting","3. four students plus a doctor",NA
8418,215,"red",920.1828,920.9828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5717,164,369,"What's her resp rate ?",0.8,"blue","bed4","primary","information requesting","3. four students plus a doctor",NA
8419,215,"blue",920.9228,922.8928,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5718,165,369,"I didn't do her resp rate. Sorry. I'll do that now.",1.97,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8420,215,"green",922,946,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8421,215,"red",922.8228,925.7828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5719,166,369,"Maybe we'll do this bolus.",2.96,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8422,215,"yellow",924.8228,927.4028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5720,167,369,"Can you hear any distress ?",2.58,"blue","bed4","primary","information requesting","3. four students plus a doctor",NA
8423,215,"blue",926.5828,929.3028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5721,168,369,"Clear. Her resp rate is eight .",2.72,"yellow","bed4","primary","responsing to request","3. four students plus a doctor",NA
8424,215,"red",927.7628,929.8828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5722,169,369,"Did you say 250, Stu ?",2.12,"blue","bed4","primary","information requesting","3. four students plus a doctor",NA
8425,215,"blue",930,933,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8426,215,"yellow",932.5028,933.7628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5723,170,369,"No respiratory distress ?",1.26,"blue","bed4","primary","information requesting","3. four students plus a doctor",NA
8427,215,"red",932.6228,942.5828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5724,171,369,"So, volume to be infused is 250 and the rate is 250 if I'm doing a bolus .",9.96,"blue,yellow,doctor","bed4","primary","responsing to request","3. four students plus a doctor",NA
8428,215,"blue",934,964,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8429,215,"red",945.2628,946.8228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5725,172,369,"Ah yes, nine, nine, nine.",1.56,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8430,215,"green",947,954,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8431,215,"red",949,952.5628,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8432,215,"red",951.5828,952.5628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5726,173,369,"Okay, beautiful.",0.98,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8433,215,"yellow",951.9628,952.5028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5727,174,369,"Perfect.",0.54,"red","bed4","primary",NA,"3. four students plus a doctor",NA
8431,215,"red",952.5628,954.2628,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
8434,215,"red",954.2628,955.5228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5773,220,371,"Are you okay ?",1.26,"green","bed4","primary","information requesting","3. four students plus a doctor",NA
8431,215,"red",954.2628,956,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8435,215,"green",955,959,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8436,215,"green",955.0028,955.8428,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5774,221,371,"Do you guys need a hand ?",0.84,"red","bed4","primary","information requesting","3. four students plus a doctor",NA
8437,215,"red",955.7628,959.3028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5775,222,371,"Yes, I feel like it's all sorted in here .",3.54,"green","bed4","primary","responsing to request","3. four students plus a doctor",NA
8438,215,"red",957,960,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8439,215,"green",959.0028,964.2228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"high",5776,223,371,"You're all good ? Cool. Checklist is done, yes, so we'll just wait for preop .",5.22,"red","bed4","primary","responsing to request,information requesting","3. four students plus a doctor",NA
8440,215,"green",960,962,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8441,215,"red",961,962,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8442,215,"red",961.6828,965.3628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"high",5777,224,371,"Awesome . How's his pain ?",3.68,"green","bed4","primary","agreement,information requesting","3. four students plus a doctor",NA
8443,215,"green",963,972,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8444,215,"red",963,963,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8445,215,"red",964,972,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8446,215,"blue",965,970,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8447,215,"yellow",965,970,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8448,215,"green",966.5228,967.4628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5778,225,371,"Pain?",0.94,"red","bed4","primary","information requesting","3. four students plus a doctor",NA
8449,215,"green",969.5228,971.0028,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5779,226,371,"Yes .",1.48,"red","bed4","primary","responsing to request","3. four students plus a doctor",NA
8450,215,"red",970.2828,974.9128,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5780,227,371,"So we probably, does it say that she wants something for that ?",4.63,"green","bed4","primary","information requesting","3. four students plus a doctor",NA
8451,215,"blue",971,987,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8452,215,"yellow",971,987,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8453,215,"green",973,977,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8454,215,"red",973,977,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8455,215,"red",976.5528,979.8828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"high",5781,228,371,"She would like analgesia . What is she able to have ?",3.33,"green","bed4","primary","responsing to request,information requesting","3. four students plus a doctor",NA
8456,215,"green",978,982,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8457,215,"red",978,982,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8458,215,"blue",978.3028,981.4628,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5728,175,369,"Resp rate is eight? Eight, yes.",3.16,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8459,215,"yellow",981.9028,982.5228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5729,176,369,"Gosh.",0.62,"yellow","bed4","primary",NA,"3. four students plus a doctor",NA
8460,215,"green",983,983,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8461,215,"red",983,983,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8462,215,"green",984,985,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8463,215,"red",984,985,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8464,215,"green",984.6228,986.3228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5782,229,371,"So she can have the morphine .",1.7,"red","bed2","secondary","responsing to request","3. four students plus a doctor",NA
8465,215,"green",986,1011,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8466,215,"red",986,1009,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8467,215,"blue",988,1002,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8468,215,"yellow",988,1002,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8469,215,"green",988.6228,989.2828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5783,230,371,"1ml ?",0.66,"red","bed2","secondary","information requesting","3. four students plus a doctor",NA
8470,215,"yellow",989.4828,990.1428,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5730,177,369,"Oh my gosh.",0.66,"yellow","bed4","primary",NA,"3. four students plus a doctor",NA
8471,215,"red",989.6028,993.9228,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",5784,231,371,"Yes, do you want to do that and then we'll get the fluids up as well ?",4.32,"green","bed2","secondary","task allocation","3. four students plus a doctor",NA
8472,215,"blue",991.2028,994.7228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5731,178,369,"Her heart rate's been sitting around 85, 87.",3.52,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8473,215,"green",993.8828,995.0228,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",5785,232,371,"Yes, sounds good .",1.14,"red","bed2","secondary","agreement","3. four students plus a doctor",NA
8474,215,"yellow",994.0028,994.8428,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5732,179,369,"Capillary refill?",0.84,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8475,215,"blue",995.7128,997.0928,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5733,180,369,"Yes, capillary .",1.38,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8476,215,"yellow",997.4828,998.0828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5734,181,369,"I don't know.",0.6,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8477,215,"red",999.0628,999.4828,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5786,233,371,"You happy ?",0.42,"green","bed2","secondary","information requesting","3. four students plus a doctor",NA
8478,215,"green",999.3428,1001.923,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5787,234,371,"All right, so, yes, 1mg .",2.58,"red","cabinet blue","secondary","responsing to request","3. four students plus a doctor",NA
8479,215,"yellow",999.6028,1003.453,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5735,182,369,"Monash, what's her capillary refill for Ruth? Three.",3.85,"control","bed4","primary",NA,"3. four students plus a doctor",NA
8480,215,"red",1001.603,1003.663,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",5788,235,371,"We can probably just take them over if you want .",2.06,"green","cabinet blue","secondary","task allocation","3. four students plus a doctor",NA
8481,215,"green",1002.373,1003.413,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",5789,236,371,"Yes, come here .",1.04,"red","cabinet blue","secondary","agreement","3. four students plus a doctor",NA
8482,215,"blue",1003,1034,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8483,215,"yellow",1003,1034,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA
8484,215,"blue",1004.063,1005.243,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5736,183,369,"Free, yes.",1.18,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8485,215,"red",1007.723,1008.443,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5790,237,371,"How old is she ?",0.72,"green","cabinet blue","secondary","information requesting","3. four students plus a doctor",NA
8486,215,"green",1009.903,1011.963,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",5791,238,371,"She is 29 .",2.06,"red","cabinet blue","secondary","responsing to request","3. four students plus a doctor",NA
8487,215,"red",1010,1014,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8488,215,"red",1011.663,1012.243,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",5792,239,371,"Okay .",0.58,"green","cabinet blue","secondary","agreement","3. four students plus a doctor",NA
8489,215,"green",1012,1014,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8490,215,"red",1014.803,1026.163,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",5793,240,371,"So the 1st September '21 and it is 12:37 and what's her, French ?",11.36,"green","cabinet blue","secondary","information requesting","3. four students plus a doctor",NA
8491,215,"green",1015,1018,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8492,215,"red",1015,1015,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
8493,215,"red",1016,1019,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA
8494,215,"blue",1016.223,1018.503,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5737,184,369,"Have you got it?",2.28,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8495,215,"yellow",1017.123,1019.983,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",5738,185,369,"Pearl, I don't have one on me.",2.86,"doctor","bed4","primary",NA,"3. four students plus a doctor",NA
8496,215,"green",1019,1019,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
